#D	f_hom	f_d	f_dM
0.161856642678016 0.041665605204414 0.0251340153743853 0.0254101861268836
0.15993774083513 0.0415647499483092 0.0249392113494229 0.0252020693978719
0.154220118046504 0.0379887087420652 0.0233103465743475 0.023644174970857
0.157260247889302 0.0391791143611248 0.0238850713324109 0.0242368432798378
0.151511672659709 0.0384648934797473 0.0232595088203235 0.0235811789537475
0.163499193291591 0.04198184173812 0.02537324551114 0.0256755768205335
0.161686598121992 0.0419128488694109 0.0251965458530338 0.0254846281728433
0.156057161753894 0.0383438437580678 0.0235733943408924 0.0239323066615526
0.159038914485864 0.0395205585106509 0.0241391674835531 0.024514859757712
0.209107976449124 0.056844065198836 0.0353235895878188 0.0396003778263869
0.219300494659799 0.0602489133272819 0.0374221121845724 0.0418469608873033
0.217157532515332 0.060220956212936 0.0372059226082744 0.0415623600647922
0.212880649453202 0.0559836582241396 0.0353487203062251 0.0396798477005497
0.217146211293033 0.0578252918058295 0.0362903926564321 0.0407963637607444
0.211413760603668 0.0573375698353663 0.0354904536177912 0.040337491809987
0.221619296434675 0.060781228236603 0.0376024375346266 0.0426466321519483
0.219584161145564 0.060767927352016 0.0373962709163402 0.042346490257736
0.215384819475311 0.0565194784815398 0.0355517015366503 0.040467209750807
0.219435785132132 0.0583095771777964 0.0364513336364196 0.0415492247198502
0.210420376123308 0.0570963338770113 0.035315047229043 0.0400918129701183
0.220949094874411 0.0606139009909294 0.0374718716217846 0.0424452108788968
0.218723263738461 0.0605617439118298 0.0372401126113863 0.0421181956235053
0.214448886618448 0.0562923817661589 0.0353813581314039 0.0402259498861626
0.218469995096347 0.0580753340013588 0.0362775839595192 0.0412988650111302
0.212193917136596 0.0574857113895843 0.0356654009060994 0.0406076954708576
0.222291769731597 0.0608902293614688 0.0377598365688762 0.0429038531702464
0.220197062757452 0.0608603070116514 0.0375419678002746 0.0425862478990662
0.21594685596513 0.0566051192864436 0.035685180167957 0.0406968416912322
0.220079771510585 0.0584024593939279 0.0365926257420595 0.0417914082066153
0.158182405262424 0.0406915375025509 0.0246573828593604 0.0255120174706687
0.169972195475759 0.0441999777158515 0.0267703708319649 0.0276337044411948
0.16800164418177 0.0441257686767525 0.0265813227233175 0.0274303984418518
0.162910366308972 0.0405494031720573 0.024982753925823 0.0258866174869824
0.165887397588684 0.0417814778186025 0.0255736367712887 0.0265099113964973
0.21336764736607 0.0581287447023699 0.036011605369848 0.0406554600222087
0.223334509523504 0.0615205152416395 0.0380939995053189 0.0429040577633263
0.221305155736609 0.0615120844517268 0.0378884892567592 0.0426223228824588
0.21699742989732 0.0572001052142311 0.0360076348017784 0.0407041902251151
0.221267174635016 0.0590544245770724 0.0369500755970306 0.0418292071944614
0.162693040747967 0.0420169216241973 0.0255491211579411 0.0264842711935292
0.174208719072452 0.0455042592146897 0.0276562879229258 0.0286079221161094
0.172481306314817 0.0454831538335214 0.0274956856229247 0.0284297346506313
0.167347044900201 0.0418272884123093 0.0258548878930291 0.0268478729311162
0.170295812126951 0.0430610962347084 0.0264473169706646 0.0274671147061165
0.211528274989368 0.0574953648074912 0.0356162214109344 0.0400783447619892
0.221609155164186 0.0609035659831052 0.0377113241851847 0.0423405893489809
0.219439401351373 0.0608605174743329 0.0374843683230833 0.0420315442578052
0.215205542047166 0.0565952460145714 0.0356269904429388 0.0401439079567457
0.219370143622734 0.0584284890190808 0.0365567778576757 0.041253060483081
0.201612462389816 0.0541614346930432 0.0334194228986232 0.0371715508031959
0.212267321060324 0.0576684437701808 0.035567768322547 0.0394870252822666
0.210215121071879 0.0576176942473522 0.0353503882602706 0.0391792465090463
0.205529707046178 0.053417402671301 0.0334972439468479 0.0373022119093224
0.209595491372361 0.0551516680570956 0.0343722793427063 0.0383365182986159
0.208567729438755 0.0564463742627897 0.035010275721196 0.0394701925547397
0.218632119534414 0.0598255676006692 0.0370882756432065 0.0417135246098132
0.216641233389306 0.0598217129326012 0.0368898625515822 0.0414437805497363
0.212373577875139 0.0556117363987707 0.0350488176314454 0.0395658109167195
0.216524582957697 0.0574086441670291 0.0359614931970505 0.0406540279673807
0.208798331307699 0.0566949986911931 0.0350727627079139 0.0399591560955696
0.219192032288467 0.0601758925197133 0.0372094857223644 0.0422993318987083
0.216996915595575 0.0601230783333189 0.0369805913405982 0.0419720239370694
0.212717333236716 0.055884660475486 0.0351325577025721 0.040086356933087
0.216769905039153 0.0576721313240703 0.0360333466748368 0.0411745578103124
0.160930927473797 0.0415381854775645 0.0252044897356178 0.0262400740107179
0.17265564928915 0.0450535101757709 0.0273249844793877 0.0283837225185685
