NW_006803969.1	7231121	359	0.973538	0.0264624
NW_006803977.1	7218056	266	0.973684	0.0263158
NW_006803961.1	7159678	391	0.980818	0.0191816
NW_006803966.1	7124368	355	0.980282	0.0197183
NW_006803974.1	7059049	269	0.981413	0.0185874
NW_006803970.1	7047778	334	0.976048	0.0239521
NW_006803963.1	7040576	374	0.969251	0.0307487
NW_006803962.1	7040410	421	0.945368	0.0546318
NW_006803965.1	7019203	351	0.977208	0.022792
NW_006803964.1	6870668	395	0.978481	0.021519
NW_006803972.1	6824847	354	0.981638	0.0183616
NW_006803968.1	6757098	374	0.970588	0.0294118
NW_006803973.1	6747110	339	0.971976	0.0280236
NW_006803967.1	6735899	395	0.98481	0.0151899
NW_006803976.1	6642150	330	0.971212	0.0287879
NW_006803980.1	6640810	274	0.987226	0.0127737
NW_006803975.1	6537636	279	0.983871	0.016129
NW_006803979.1	6513758	298	0.991611	0.00838926
NW_006803988.1	6435606	55	0.954545	0.0454545
NW_006803981.1	6410400	266	0.977444	0.0225564
NW_006803985.1	6363713	344	0.981105	0.0188953
NW_006803982.1	6325068	291	0.987973	0.0120275
NW_006803983.1	6281144	303	0.988449	0.0115512
NW_006803986.1	6227545	317	0.979495	0.0205047
NW_006803994.1	6225493	242	0.981405	0.018595
NW_006803978.1	6218029	359	0.986072	0.0139276
NW_006804001.1	6201864	271	0.972325	0.0276753
NW_006803984.1	6168038	296	0.988176	0.0118243
NW_006803987.1	5950936	307	0.986971	0.0130293
NW_006804000.1	5933459	272	0.977941	0.0220588
NW_006803998.1	5921455	283	0.968198	0.0318021
NW_006803991.1	5866240	330	0.974242	0.0257576
NW_006804012.1	5828698	259	0.974903	0.0250965
NW_006803992.1	5819575	269	0.968401	0.0315985
NW_006803989.1	5771992	325	0.978462	0.0215385
NW_006803993.1	5737579	289	0.979239	0.0207612
NW_006803999.1	5674860	307	0.983713	0.0162866
NW_006803990.1	5657675	334	0.977545	0.0224551
NW_006803995.1	5648626	299	0.978261	0.0217391
NW_006804009.1	5641997	298	0.983221	0.0167785
NW_006804005.1	5580821	329	0.968085	0.0319149
NW_006803996.1	5578965	291	0.972509	0.0274914
NW_006804003.1	5562966	294	0.982993	0.0170068
NW_006804002.1	5517860	245	0.981633	0.0183673
NW_006804006.1	5509936	287	0.986063	0.0139373
NW_006804007.1	5482813	288	0.989583	0.0104167
NW_006804025.1	5471478	197	0.982234	0.0177665
NW_006804008.1	5444215	272	0.979779	0.0202206
NW_006804004.1	5428602	271	0.99631	0.00369004
NW_006804013.1	5404564	220	0.979545	0.0204545
NW_006804015.1	5367877	315	0.985714	0.0142857
NW_006804024.1	5287603	266	0.968045	0.0319549
NW_006804017.1	5279227	234	0.985043	0.0149573
NW_006804039.1	5275028	223	0.975336	0.0246637
NW_006804019.1	5274054	242	0.969008	0.0309917
NW_006804011.1	5170307	289	0.975779	0.0242215
NW_006804016.1	5164150	297	0.979798	0.020202
NW_006804041.1	5146105	227	0.960352	0.0396476
NW_006804022.1	5126920	230	0.982609	0.0173913
NW_006804010.1	5100269	278	0.992806	0.00719424
NW_006804030.1	5094643	219	0.954338	0.0456621
NW_006804020.1	5055325	256	0.990234	0.00976562
NW_006804018.1	5040847	249	0.943775	0.0562249
NW_006804032.1	5028047	247	0.969636	0.0303644
NW_006804044.1	4977944	222	0.97973	0.0202703
NW_006804034.1	4966245	256	0.966797	0.0332031
NW_006804026.1	4964831	242	0.989669	0.0103306
NW_006804037.1	4937009	182	0.989011	0.010989
NW_006804031.1	4887329	235	0.976596	0.0234043
NW_006804021.1	4884892	287	0.949477	0.0505226
NW_006804055.1	4873195	223	0.982063	0.0179372
NW_006804068.1	4865127	177	0.980226	0.019774
NW_006804027.1	4853444	231	0.987013	0.012987
NW_006804038.1	4841617	240	0.9625	0.0375
NW_006804035.1	4827078	204	0.987745	0.0122549
NW_006804033.1	4795302	274	0.992701	0.00729927
NW_006804028.1	4757838	245	0.981633	0.0183673
NW_006804029.1	4740494	246	0.985772	0.0142276
NW_006804040.1	4725648	249	0.96988	0.0301205
NW_006804042.1	4714655	246	0.979675	0.0203252
NW_006804050.1	4689754	206	0.970874	0.0291262
NW_006804036.1	4659551	236	0.989407	0.0105932
NW_006804023.1	4655850	300	0.98	0.02
NW_006804054.1	4625766	207	0.985507	0.0144928
NW_006804060.1	4622734	269	0.990706	0.00929368
NW_006804046.1	4609931	256	0.978516	0.0214844
NW_006804047.1	4579690	278	0.969424	0.0305755
NW_006804045.1	4579337	224	0.988839	0.0111607
NW_006804058.1	4574935	238	0.987395	0.012605
NW_006804067.1	4570646	182	0.972527	0.0274725
NW_006804057.1	4568660	200	0.9775	0.0225
NW_006804069.1	4553495	222	0.988739	0.0112613
NW_006804051.1	4520876	263	0.984791	0.0152091
NW_006804049.1	4495082	255	0.945098	0.054902
NW_006804066.1	4494935	244	0.965164	0.0348361
NW_006804043.1	4493349	225	0.98	0.02
NW_006804056.1	4474099	208	0.959135	0.0408654
NW_006804085.1	4452468	150	0.936667	0.0633333
NW_006804065.1	4448310	223	0.979821	0.0201794
NW_006804053.1	4430858	234	0.970085	0.0299145
NW_006804102.1	4411926	158	0.981013	0.0189873
NW_006804061.1	4410206	231	0.987013	0.012987
NW_006804059.1	4389921	239	0.98954	0.0104603
NW_006804064.1	4383229	248	0.97379	0.0262097
NW_006804075.1	4334724	232	0.984914	0.0150862
NW_006804071.1	4324897	208	0.971154	0.0288462
NW_006804048.1	4315942	227	0.96696	0.0330396
NW_006804078.1	4307415	199	0.977387	0.0226131
NW_006804052.1	4282046	252	0.986111	0.0138889
NW_006804080.1	4267478	193	0.987047	0.0129534
NW_006804097.1	4196717	193	0.992228	0.00777202
NW_006804131.1	4173102	129	0.965116	0.0348837
NW_006804082.1	4163646	240	0.977083	0.0229167
NW_006804079.1	4155645	268	0.975746	0.0242537
NW_006804083.1	4154498	239	0.993724	0.00627615
NW_006804063.1	4147203	191	0.968586	0.0314136
NW_006804073.1	4145987	236	0.972458	0.0275424
NW_006804074.1	4132703	227	0.969163	0.030837
NW_006804084.1	4127105	217	0.995392	0.00460829
NW_006804089.1	4123509	203	0.963054	0.0369458
NW_006804081.1	4112470	217	0.997696	0.00230415
NW_006804115.1	4106614	140	0.992857	0.00714286
NW_006804077.1	4102096	210	0.983333	0.0166667
NW_006804103.1	4099472	157	0.974522	0.0254777
NW_006804092.1	4097414	173	0.988439	0.0115607
NW_006804076.1	4092782	193	0.976684	0.0233161
NW_006804113.1	4090460	189	0.989418	0.010582
NW_006804108.1	4084084	200	0.975	0.025
NW_006804093.1	4056410	205	0.97561	0.0243902
NW_006804105.1	4052667	204	0.992647	0.00735294
NW_006804095.1	4048373	198	0.972222	0.0277778
NW_006804096.1	4035765	243	0.985597	0.0144033
NW_006804072.1	4002559	204	0.985294	0.0147059
NW_006804109.1	3992674	182	0.986264	0.0137363
NW_006804098.1	3970988	171	0.991228	0.00877193
NW_006804087.1	3911846	216	0.953704	0.0462963
NW_006804094.1	3891508	202	0.977723	0.0222772
NW_006804070.1	3888690	226	0.962389	0.0376106
NW_006804090.1	3867666	215	0.974419	0.0255814
NW_006804086.1	3864798	192	0.981771	0.0182292
NW_006804104.1	3862892	211	0.99763	0.00236967
NW_006804101.1	3854897	202	0.975248	0.0247525
NW_006804099.1	3846603	215	0.97907	0.0209302
NW_006804091.1	3832394	240	0.98125	0.01875
NW_006804116.1	3825839	217	0.963134	0.0368664
NW_006804120.1	3815976	203	0.977833	0.0221675
NW_006804106.1	3811349	218	0.990826	0.00917431
NW_006804100.1	3806751	186	0.989247	0.0107527
NW_006804129.1	3800751	182	0.978022	0.021978
NW_006804110.1	3796687	209	0.983254	0.0167464
NW_006804128.1	3794563	152	0.973684	0.0263158
NW_006804137.1	3787388	145	0.972414	0.0275862
NW_006804158.1	3778498	141	0.978723	0.0212766
NW_006804122.1	3746410	209	0.980861	0.0191388
NW_006804112.1	3744897	175	0.991429	0.00857143
NW_006804088.1	3734931	216	0.979167	0.0208333
NW_006804134.1	3728043	153	0.986928	0.0130719
NW_006804125.1	3693519	183	0.972678	0.0273224
NW_006804118.1	3676426	195	0.966667	0.0333333
NW_006804119.1	3672755	193	0.974093	0.0259067
NW_006804117.1	3652305	180	0.980556	0.0194444
NW_006804126.1	3645599	212	0.981132	0.0188679
NW_006804111.1	3634003	205	0.941463	0.0585366
NW_006804132.1	3628845	167	0.976048	0.0239521
NW_006804141.1	3626303	142	0.996479	0.00352113
NW_006804140.1	3604113	154	0.987013	0.012987
NW_006804163.1	3586785	141	0.98227	0.0177305
NW_006804127.1	3582855	216	0.981481	0.0185185
NW_006804107.1	3571822	172	0.985465	0.0145349
NW_006804123.1	3549253	187	0.997326	0.0026738
NW_006804124.1	3543476	199	0.982412	0.0175879
NW_006804114.1	3542347	176	0.994318	0.00568182
NW_006804138.1	3519579	182	0.986264	0.0137363
NW_006804143.1	3518986	183	0.989071	0.010929
NW_006804154.1	3515684	168	0.982143	0.0178571
NW_006804139.1	3482710	176	0.988636	0.0113636
NW_006804149.1	3478930	172	0.979651	0.0203488
NW_006804146.1	3477811	171	0.988304	0.0116959
NW_006804136.1	3475749	183	0.983607	0.0163934
NW_006804169.1	3467664	155	0.987097	0.0129032
NW_006804164.1	3446605	164	0.97561	0.0243902
NW_006804133.1	3442183	165	0.990909	0.00909091
NW_006804166.1	3439781	155	0.990323	0.00967742
NW_006804171.1	3401873	183	0.983607	0.0163934
NW_006804142.1	3396209	168	0.973214	0.0267857
NW_006804188.1	3393053	171	0.979532	0.0204678
NW_006804151.1	3389995	179	0.994413	0.00558659
NW_006804172.1	3388313	140	0.982143	0.0178571
NW_006804168.1	3387797	145	0.982759	0.0172414
NW_006804135.1	3344524	160	0.98125	0.01875
NW_006804190.1	3337377	171	0.991228	0.00877193
NW_006804181.1	3321556	168	0.973214	0.0267857
NW_006804152.1	3319147	179	0.988827	0.0111732
NW_006804156.1	3316568	166	0.993976	0.0060241
NW_006804207.1	3309238	121	0.995868	0.00413223
NW_006804150.1	3306180	201	0.987562	0.0124378
NW_006804145.1	3305530	186	0.954301	0.0456989
NW_006804148.1	3304356	187	0.962567	0.0374332
NW_006804130.1	3295478	178	0.994382	0.00561798
NW_006804144.1	3288357	184	0.986413	0.013587
NW_006804159.1	3281934	194	0.989691	0.0103093
NW_006804147.1	3271262	167	1	0
NW_006804161.1	3267260	176	0.977273	0.0227273
NW_006804177.1	3264618	157	0.974522	0.0254777
NW_006804170.1	3261327	163	0.981595	0.0184049
NW_006804174.1	3261265	120	0.9875	0.0125
NW_006804178.1	3259565	97	0.994845	0.00515464
NW_006804214.1	3236689	179	0.977654	0.0223464
NW_006804155.1	3226626	187	0.967914	0.0320856
NW_006804192.1	3226106	141	1	0
NW_006804220.1	3208989	137	0.992701	0.00729927
NW_006804182.1	3186329	152	0.986842	0.0131579
NW_006804153.1	3181650	195	0.971795	0.0282051
NW_006804185.1	3178935	139	0.978417	0.0215827
NW_006804175.1	3173816	190	0.992105	0.00789474
NW_006804160.1	3172597	171	0.973684	0.0263158
NW_006804187.1	3171388	145	0.97931	0.0206897
NW_006804180.1	3161904	134	0.962687	0.0373134
NW_006804179.1	3161840	153	0.964052	0.0359477
NW_006804215.1	3150544	132	0.981061	0.0189394
NW_006804165.1	3142548	144	0.982639	0.0173611
NW_006804191.1	3140844	116	0.99569	0.00431034
NW_006804213.1	3137816	131	0.977099	0.0229008
NW_006804184.1	3133840	152	0.970395	0.0296053
NW_006804203.1	3132381	116	0.99569	0.00431034
NW_006804162.1	3128259	166	0.957831	0.0421687
NW_006804201.1	3127307	132	0.996212	0.00378788
NW_006804196.1	3065578	177	0.971751	0.0282486
NW_006804183.1	3065335	129	0.992248	0.00775194
NW_006804173.1	3058461	157	0.990446	0.00955414
NW_006804176.1	3046469	178	0.957865	0.0421348
NW_006804208.1	3044022	167	0.994012	0.00598802
NW_006804197.1	3036830	197	0.969543	0.0304569
NW_006804200.1	3029943	155	0.983871	0.016129
NW_006804186.1	3005731	171	0.964912	0.0350877
NW_006804212.1	3005367	135	0.988889	0.0111111
NW_006804218.1	2992542	143	0.996503	0.0034965
NW_006804194.1	2985492	149	0.989933	0.0100671
NW_006804223.1	2976365	158	0.974684	0.0253165
NW_006804195.1	2973536	174	0.991379	0.00862069
NW_006804206.1	2971679	170	0.979412	0.0205882
NW_006804189.1	2970403	145	0.989655	0.0103448
NW_006804193.1	2957070	162	0.95679	0.0432099
NW_006804236.1	2947708	115	0.986957	0.0130435
NW_006804209.1	2937124	126	0.980159	0.0198413
NW_006804230.1	2919515	108	0.958333	0.0416667
NW_006804226.1	2910740	147	0.972789	0.0272109
NW_006804238.1	2890720	117	0.991453	0.00854701
NW_006804268.1	2876217	90	0.972222	0.0277778
NW_006804219.1	2875553	134	0.955224	0.0447761
NW_006804222.1	2859429	139	0.97482	0.0251799
NW_006804210.1	2858093	101	0.990099	0.00990099
NW_006804202.1	2854765	173	0.99711	0.00289017
NW_006804233.1	2846714	130	0.969231	0.0307692
NW_006804239.1	2843171	113	0.986726	0.0132743
NW_006804221.1	2840559	158	0.981013	0.0189873
NW_006804199.1	2836868	177	0.968927	0.0310734
NW_006804245.1	2833193	107	0.976636	0.0233645
NW_006804229.1	2821960	124	0.995968	0.00403226
NW_006804198.1	2815837	131	0.977099	0.0229008
NW_006804235.1	2811732	125	0.984	0.016
NW_006804231.1	2802114	132	0.973485	0.0265152
NW_006804204.1	2795342	144	0.979167	0.0208333
NW_006804234.1	2783267	127	0.992126	0.00787402
NW_006804265.1	2779349	140	0.992857	0.00714286
NW_006804286.1	2766912	98	0.984694	0.0153061
NW_006804254.1	2757948	91	0.972527	0.0274725
NW_006804217.1	2755950	152	0.986842	0.0131579
NW_006804246.1	2751415	115	0.969565	0.0304348
NW_006804232.1	2730153	113	0.977876	0.0221239
NW_006804228.1	2727943	141	0.975177	0.0248227
NW_006804216.1	2716689	149	0.959732	0.0402685
NW_006804263.1	2713550	135	0.966667	0.0333333
NW_006804237.1	2712090	148	0.989865	0.0101351
NW_006804244.1	2696603	119	0.987395	0.012605
NW_006804275.1	2675281	104	0.956731	0.0432692
NW_006804258.1	2667251	115	0.978261	0.0217391
NW_006804287.1	2647273	111	0.981982	0.018018
NW_006804243.1	2640592	128	0.996094	0.00390625
NW_006804224.1	2640183	147	0.986395	0.0136054
NW_006804259.1	2631845	116	0.969828	0.0301724
NW_006804278.1	2625232	158	0.990506	0.00949367
NW_006804247.1	2624454	129	0.988372	0.0116279
NW_006804280.1	2623652	112	0.946429	0.0535714
NW_006804227.1	2616713	145	0.996552	0.00344828
NW_006804242.1	2615794	129	0.972868	0.0271318
NW_006804250.1	2613624	129	0.992248	0.00775194
NW_006804225.1	2607747	126	0.980159	0.0198413
NW_006804274.1	2602372	117	0.974359	0.025641
NW_006804251.1	2595276	134	0.996269	0.00373134
NW_006804267.1	2584769	115	0.991304	0.00869565
NW_006804253.1	2583887	131	0.965649	0.0343511
NW_006804241.1	2555784	135	0.955556	0.0444444
NW_006804262.1	2552696	132	0.984848	0.0151515
NW_006804255.1	2552673	110	0.963636	0.0363636
NW_006804276.1	2544244	119	0.983193	0.0168067
NW_006804249.1	2542336	142	0.982394	0.0176056
NW_006804282.1	2533937	124	0.991935	0.00806452
NW_006804317.1	2530079	109	0.981651	0.0183486
NW_006804240.1	2527398	145	0.989655	0.0103448
NW_006804343.1	2517214	101	0.970297	0.029703
NW_006804281.1	2513853	110	0.954545	0.0454545
NW_006804283.1	2509227	117	0.974359	0.025641
NW_006804252.1	2501988	143	0.98951	0.0104895
NW_006804293.1	2492875	102	0.990196	0.00980392
NW_006804333.1	2485173	90	0.983333	0.0166667
NW_006804323.1	2472714	89	0.960674	0.0393258
NW_006804288.1	2472481	122	0.95082	0.0491803
NW_006804261.1	2461381	132	0.973485	0.0265152
NW_006804248.1	2460278	145	0.951724	0.0482759
NW_006804295.1	2457121	120	0.983333	0.0166667
NW_006804319.1	2457091	121	0.983471	0.0165289
NW_006804271.1	2454385	91	0.950549	0.0494505
NW_006804277.1	2452911	105	1	0
NW_006804256.1	2449249	132	0.992424	0.00757576
NW_006804260.1	2434499	125	0.984	0.016
NW_006804311.1	2427621	119	0.957983	0.0420168
NW_006804279.1	2419616	135	0.985185	0.0148148
NW_006804292.1	2413213	84	0.982143	0.0178571
NW_006804294.1	2405173	106	0.985849	0.0141509
NW_006804301.1	2401076	108	0.972222	0.0277778
NW_006804308.1	2385026	124	0.971774	0.0282258
NW_006804310.1	2370406	99	0.969697	0.030303
NW_006804285.1	2366213	111	0.981982	0.018018
NW_006804330.1	2362305	107	0.976636	0.0233645
NW_006804328.1	2355328	84	0.964286	0.0357143
NW_006804300.1	2355257	104	1	0
NW_006804303.1	2352794	82	0.993902	0.00609756
NW_006804269.1	2350953	119	0.983193	0.0168067
NW_006804306.1	2349400	77	0.987013	0.012987
NW_006804270.1	2345083	125	0.956	0.044
NW_006804307.1	2343365	85	0.988235	0.0117647
NW_006804273.1	2340943	125	0.992	0.008
NW_006804316.1	2330509	102	0.985294	0.0147059
NW_006804314.1	2320607	101	0.990099	0.00990099
NW_006804257.1	2320307	132	1	0
NW_006804320.1	2310555	107	0.96729	0.0327103
NW_006804315.1	2303921	103	0.961165	0.038835
NW_006804272.1	2296957	123	0.971545	0.0284553
NW_006804299.1	2290843	108	0.967593	0.0324074
NW_006804284.1	2285863	120	0.9875	0.0125
NW_006804326.1	2280021	99	0.979798	0.020202
NW_006804312.1	2276017	116	0.978448	0.0215517
NW_006804297.1	2270203	121	0.975207	0.0247934
NW_006804321.1	2250318	105	0.980952	0.0190476
NW_006804337.1	2244224	82	0.97561	0.0243902
NW_006804298.1	2229203	126	0.980159	0.0198413
NW_006804329.1	2223773	98	0.984694	0.0153061
NW_006804327.1	2183755	121	0.979339	0.0206612
NW_006804352.1	2178968	120	0.983333	0.0166667
NW_006804302.1	2177588	128	0.992188	0.0078125
NW_006804325.1	2174813	100	0.99	0.01
NW_006804309.1	2171378	139	0.985612	0.0143885
NW_006804290.1	2170598	119	0.94958	0.0504202
NW_006804363.1	2165802	115	0.952174	0.0478261
NW_006804324.1	2162370	142	0.971831	0.028169
NW_006804305.1	2157022	138	0.971014	0.0289855
NW_006804313.1	2150611	87	0.994253	0.00574713
NW_006804338.1	2134662	100	0.98	0.02
NW_006804318.1	2130165	110	1	0
NW_006804380.1	2129604	84	0.988095	0.0119048
NW_006804322.1	2126882	109	1	0
NW_006804344.1	2125042	105	1	0
NW_006804296.1	2124865	113	0.99115	0.00884956
NW_006804331.1	2117304	105	0.985714	0.0142857
NW_006804304.1	2110238	133	0.984962	0.0150376
NW_006804334.1	2100117	81	0.987654	0.0123457
NW_006804347.1	2095745	83	0.987952	0.0120482
NW_006804340.1	2091939	100	0.97	0.03
NW_006804342.1	2082361	124	0.96371	0.0362903
NW_006804341.1	2079112	114	0.97807	0.0219298
NW_006804357.1	2078600	69	0.985507	0.0144928
NW_006804355.1	2066926	87	0.977011	0.0229885
NW_006804375.1	2066264	98	0.984694	0.0153061
NW_006804365.1	2055734	94	0.968085	0.0319149
NW_006804349.1	2053017	110	0.977273	0.0227273
NW_006804332.1	2050159	131	0.98855	0.0114504
NW_006804384.1	2046973	75	0.993333	0.00666667
NW_006804369.1	2046506	113	0.99115	0.00884956
NW_006804348.1	2042364	89	0.966292	0.0337079
NW_006804346.1	2041216	91	1	0
NW_006804335.1	2039319	140	0.967857	0.0321429
NW_006804364.1	2030139	98	0.979592	0.0204082
NW_006804358.1	2021503	92	0.98913	0.0108696
NW_006804368.1	2018484	94	0.968085	0.0319149
NW_006804382.1	2015852	86	0.982558	0.0174419
NW_006804378.1	1996730	108	0.990741	0.00925926
NW_006804385.1	1992156	74	0.959459	0.0405405
NW_006804353.1	1990306	100	0.99	0.01
NW_006804336.1	1987155	116	0.974138	0.0258621
NW_006804362.1	1983441	90	0.972222	0.0277778
NW_006804399.1	1978113	98	0.984694	0.0153061
NW_006804359.1	1974671	87	0.988506	0.0114943
NW_006804400.1	1972684	76	0.973684	0.0263158
NW_006804373.1	1971091	92	0.983696	0.0163043
NW_006804345.1	1968828	107	0.995327	0.0046729
NW_006804387.1	1956152	101	0.990099	0.00990099
NW_006804376.1	1954138	92	1	0
NW_006804450.1	1948865	59	1	0
NW_006804367.1	1947472	117	0.982906	0.017094
NW_006804408.1	1947008	100	0.995	0.005
NW_006804339.1	1945985	100	0.97	0.03
NW_006804456.1	1942299	50	0.96	0.04
NW_006804351.1	1935986	118	0.949153	0.0508475
NW_006804398.1	1930287	82	0.981707	0.0182927
NW_006804360.1	1929386	126	0.960317	0.0396825
NW_006804420.1	1927250	69	0.992754	0.00724638
NW_006804371.1	1927123	100	0.975	0.025
NW_006804383.1	1920915	102	0.985294	0.0147059
NW_006804356.1	1920724	110	0.977273	0.0227273
NW_006804366.1	1915427	99	0.979798	0.020202
NW_006804402.1	1914484	77	0.954545	0.0454545
NW_006804388.1	1911982	81	0.975309	0.0246914
NW_006804413.1	1905817	82	0.981707	0.0182927
NW_006804377.1	1897075	99	0.989899	0.010101
NW_006804437.1	1893716	69	0.956522	0.0434783
NW_006804354.1	1893441	106	0.966981	0.0330189
NW_006804407.1	1888356	77	0.967532	0.0324675
NW_006804428.1	1871984	70	1	0
NW_006804379.1	1866031	121	0.991736	0.00826446
NW_006804481.1	1852406	79	0.974684	0.0253165
NW_006804374.1	1846650	97	0.994845	0.00515464
NW_006804372.1	1823290	108	0.986111	0.0138889
NW_006804412.1	1818937	83	0.951807	0.0481928
NW_006804439.1	1816284	66	0.992424	0.00757576
NW_006804393.1	1815431	82	1	0
NW_006804430.1	1811819	69	0.963768	0.0362319
NW_006804403.1	1811377	94	0.994681	0.00531915
NW_006804462.1	1798033	51	0.960784	0.0392157
NW_006804391.1	1796374	99	0.994949	0.00505051
NW_006804415.1	1794874	86	0.982558	0.0174419
NW_006804389.1	1793484	92	0.994565	0.00543478
NW_006804441.1	1787047	85	0.982353	0.0176471
NW_006804423.1	1783259	86	0.97093	0.0290698
NW_006804478.1	1782725	51	0.970588	0.0294118
NW_006804431.1	1782304	100	0.985	0.015
NW_006804405.1	1773018	97	0.974227	0.0257732
NW_006804421.1	1772498	78	0.980769	0.0192308
NW_006804381.1	1769047	108	0.967593	0.0324074
NW_006804417.1	1765871	99	0.974747	0.0252525
NW_006804409.1	1759943	96	0.963542	0.0364583
NW_006804386.1	1759938	91	1	0
NW_006804449.1	1757820	73	1	0
NW_006804394.1	1756758	87	0.988506	0.0114943
NW_006804424.1	1755529	88	1	0
NW_006804416.1	1753640	89	0.955056	0.0449438
NW_006804419.1	1750455	98	0.969388	0.0306122
NW_006804464.1	1749426	72	0.986111	0.0138889
NW_006804445.1	1738461	81	0.938272	0.0617284
NW_006804455.1	1735258	94	1	0
NW_006804396.1	1730907	80	0.975	0.025
NW_006804438.1	1727584	71	1	0
NW_006804434.1	1720091	88	0.988636	0.0113636
NW_006804426.1	1718272	84	1	0
NW_006804451.1	1711785	82	0.981707	0.0182927
NW_006804446.1	1708744	70	0.971429	0.0285714
NW_006804468.1	1707536	67	1	0
NW_006804470.1	1705473	65	0.992308	0.00769231
NW_006804523.1	1705411	61	0.983607	0.0163934
NW_006804427.1	1692080	83	1	0
NW_006804429.1	1692058	81	0.975309	0.0246914
NW_006804447.1	1689290	83	0.993976	0.0060241
NW_006804477.1	1686116	88	0.971591	0.0284091
NW_006804432.1	1677338	68	0.977941	0.0220588
NW_006804542.1	1674955	60	0.958333	0.0416667
NW_006804458.1	1666285	72	0.986111	0.0138889
NW_006804461.1	1665627	92	0.972826	0.0271739
NW_006804460.1	1665055	66	0.984848	0.0151515
NW_006804410.1	1664670	99	0.964646	0.0353535
NW_006804493.1	1660213	53	1	0
NW_006804494.1	1654313	51	0.970588	0.0294118
NW_006804485.1	1654020	96	0.989583	0.0104167
NW_006804503.1	1649027	74	0.993243	0.00675676
NW_006804436.1	1647453	91	0.978022	0.021978
NW_006804443.1	1641246	62	0.991935	0.00806452
NW_006804525.1	1640730	58	0.931034	0.0689655
NW_006804474.1	1639005	57	0.982456	0.0175439
NW_006804522.1	1634974	54	0.981481	0.0185185
NW_006804476.1	1628132	78	0.99359	0.00641026
NW_006804452.1	1625462	70	0.957143	0.0428571
NW_006804487.1	1625101	66	0.969697	0.030303
NW_006804435.1	1624990	95	0.973684	0.0263158
NW_006804422.1	1623939	82	0.993902	0.00609756
NW_006804510.1	1623729	51	0.990196	0.00980392
NW_006804472.1	1619575	70	0.971429	0.0285714
NW_006804490.1	1619276	55	0.990909	0.00909091
NW_006804465.1	1615708	67	0.985075	0.0149254
NW_006804546.1	1607952	61	0.97541	0.0245902
NW_006804457.1	1606273	78	0.974359	0.025641
NW_006804459.1	1605302	79	0.968354	0.0316456
NW_006804489.1	1605110	53	0.981132	0.0188679
NW_006804442.1	1602396	54	0.990741	0.00925926
NW_006804425.1	1599012	88	0.954545	0.0454545
NW_006804473.1	1596736	100	0.99	0.01
NW_006804479.1	1594741	81	0.975309	0.0246914
NW_006804433.1	1593535	98	0.97449	0.0255102
NW_006804448.1	1586369	96	0.994792	0.00520833
NW_006804486.1	1584452	83	1	0
NW_006804509.1	1583489	79	0.981013	0.0189873
NW_006804480.1	1576051	64	0.992188	0.0078125
NW_006804444.1	1575187	88	0.977273	0.0227273
NW_006804414.1	1571046	87	1	0
NW_006804453.1	1564353	76	0.993421	0.00657895
NW_006804502.1	1558231	67	0.977612	0.0223881
NW_006804491.1	1558046	78	0.987179	0.0128205
NW_006804500.1	1549897	87	0.988506	0.0114943
NW_006804454.1	1544090	69	0.971014	0.0289855
NW_006804483.1	1543455	54	0.962963	0.037037
NW_006804466.1	1542023	89	1	0
NW_006804467.1	1534773	66	0.924242	0.0757576
NW_006804475.1	1533843	105	1	0
