#D	f_hom	f_d	f_dM
0.240773357414485 0.0435950204953983 0.0320412781313351 0.0353259803592321
0.266350637777907 0.0519178627629683 0.03726565210031 0.0408351404208653
0.22587500492317 0.0401065261587282 0.0292106334642157 0.032434747631974
0.283396243199295 0.056771566499481 0.0413197121529323 0.0447748841853338
0.246095024093359 0.0449404240049563 0.0331691051570785 0.0364803577714662
0.230231677239589 0.0424976963308009 0.029848092302808 0.0329727117021598
0.183956645350838 0.0308838619280553 0.0220306596020883 0.0246292738047232
0.280036761561233 0.0557742493799796 0.0405150116943248 0.0437596973945979
0.241680031717238 0.0438615460437699 0.0323143626083089 0.0353334149845504
0.247222538277276 0.0468358198183499 0.0332486292545846 0.0364401365630051
0.20238413994926 0.0349166442938387 0.025163582239619 0.0279106761509502
0.285315776815474 0.0569602107705871 0.0413965009882631 0.0447241484802303
0.247810686899322 0.0450946943728478 0.0332380211502514 0.0364084003227
0.285462421679164 0.0562618660252713 0.0404793666932822 0.0440822418973218
0.246620809074782 0.0442680996282352 0.0323271943601658 0.0356577411663892
0.27657671730624 0.0545929601476543 0.0394583012083672 0.0432553270149185
0.237639835991872 0.0427132830692735 0.031317250828493 0.034797375348502
0.249775739558361 0.0473610941889255 0.0336647756963641 0.0368317613119336
0.205024539061545 0.0353772945249707 0.0255233061338738 0.028258349255404
0.231886630722382 0.0429379063936129 0.0301283023455633 0.0333425915828625
0.18390730464531 0.0309535377663823 0.0220594535927287 0.0246914199629955
0.279308337129056 0.0552099271053358 0.0398409578816079 0.0436910938889463
0.24001059873103 0.043248802515521 0.031664490913841 0.0351878227611913
0.276220243639495 0.0530169975543065 0.0376501201794372 0.0411911195869318
0.232248981440484 0.0405602959279289 0.0292517466992789 0.0324147669090873
0.28113200443895 0.0549639210869506 0.0393474747507062 0.0434073460858886
0.24114251216257 0.0429191572488974 0.0311958975813442 0.0348682888666335
0.297206459366587 0.059839428588741 0.0435637343484703 0.0465086313379799
0.260851976328348 0.0478900183197595 0.0353624817747914 0.0382577018292548
0.275079490325418 0.0542292404038434 0.0391396169728384 0.0429611798914692
0.235247029875522 0.042245979148249 0.0309319921496449 0.0344004751163207
0.294384462747868 0.0586469702319344 0.0424273738892796 0.0461575871716414
0.25644903612125 0.0465591976892632 0.0341823241653924 0.0376789887694178
0.262306246789061 0.0506742801904022 0.036203238981527 0.0402009275357569
0.220277762360521 0.0387230458533907 0.028081066475906 0.0315753339009679
0.27757958744544 0.0549937171866252 0.0398900430946236 0.0433077007275264
0.23880439929287 0.0430832310806053 0.0316957579401488 0.0348436499095793
0.279270494284252 0.0553720263177166 0.0401475740894367 0.0434242270650124
0.240490943515297 0.0434688222596373 0.0319651455410042 0.03503921343312
0.229398787506571 0.0421878756614009 0.0295984293018204 0.0325204892911074
0.181989878192066 0.0304122845491912 0.0216734881536698 0.0240771303158782
0.270034296222594 0.0529387167318201 0.038118594686767 0.0419420987151856
0.230372914320196 0.0410890685357217 0.0300160414042101 0.0334832569396107
0.22621792320611 0.0415433602794978 0.0290224871169389 0.0322301341874324
0.17671362850262 0.0294793073147934 0.0209230441439362 0.0234919025103492
0.280291623678611 0.0557999362119738 0.0405589543573253 0.0436781022739383
0.242389766021614 0.0440039189138932 0.0324362231499264 0.035425478012361
0.252194221874854 0.0477966332488278 0.0339435818156398 0.0371171776120099
0.207250618722927 0.035761569430485 0.0257843409003235 0.0285079328911307
0.27626592795463 0.0535067719111068 0.0381829665142681 0.0422102475178753
0.236136907964922 0.0416363478054604 0.0301780937188329 0.0337749494887713
0.297504408611344 0.0596341588789915 0.0432447995457935 0.0468029497486484
0.260426362753108 0.047638414742258 0.0350529579420196 0.0384619168858965
0.262378429618161 0.0506017957640896 0.0362781205409487 0.0395938662954562
0.221167148965365 0.0388532265153924 0.0282731348593454 0.0312121115856002
0.267021251956637 0.0520417071899787 0.037402322423779 0.0412729214090301
0.227508961180913 0.040377601586125 0.0294485440143947 0.0329497581312566
0.270091238828227 0.0525014215099087 0.0376799840369925 0.0413306005893838
0.229913407452927 0.0407123447744689 0.0296604305847234 0.032931869665449
0.28293878374117 0.0562329700796007 0.0407371820991043 0.0441272513700838
0.244673059984266 0.0443180021071558 0.0325663772892205 0.0357447332244021
0.267544586992387 0.0513484318519704 0.0365793700729501 0.0401045206351216
0.22410561386277 0.0391719563013534 0.0283273900922074 0.0314715802181218
0.266284411877362 0.0519519821582539 0.0372703201905972 0.0410807256745553
0.225734855187708 0.040119446099917 0.0292085310428854 0.0326242239034324
0.283261839973258 0.055413006005451 0.0398236659031556 0.0434366838663066
0.244781070705801 0.0436234144744589 0.0318298710189729 0.0351445579218634
0.272753081832165 0.0533691720012699 0.0383483334837461 0.0421436168454982
0.233100296744913 0.0415413697106555 0.0302965241453413 0.0337271806726756
0.261325575637123 0.0503178804597069 0.035965219985233 0.0396752984289888
0.220040728780505 0.0385691026847075 0.0279827357731658 0.0312258230038731
0.269505168427554 0.0524121329824332 0.0375731636861409 0.0411839977097239
0.228368805842495 0.0404285447369074 0.029422914591496 0.0326040972307631
0.257402306554491 0.0492032270664877 0.0350945772829331 0.0385603391726568
0.215019325541923 0.0373920821082359 0.0270785255483571 0.0300767007849088
0.279812419820458 0.0556450111231038 0.0403803374984061 0.044017149757874
0.241337915785872 0.043714734846076 0.0321753300835146 0.0355704974694461
0.264861688321239 0.0513955087007519 0.0368190306029423 0.0404193678834755
0.224113088951894 0.0395946773099686 0.0287872172370805 0.0319993524830381
0.255415760842725 0.0473792705599454 0.0332838785167293 0.0366154880496016
0.21029377108092 0.0354720103933539 0.0253262648827531 0.0282069185644178
0.266323893990708 0.051967011854342 0.0373393869644978 0.0409097095256432
0.226182452333582 0.0401896892817808 0.0292994338316652 0.0325311109038321
0.279637966496486 0.0557001877758773 0.0405121261317342 0.0434513608310033
0.241276868390463 0.0438094948108234 0.0323102188858975 0.0351236760336377
0.260873977824863 0.0502875694378805 0.0359920570697858 0.0396344128738658
0.219434508279567 0.0385106543065683 0.0279785884314439 0.0312026709416078
0.226432700318449 0.0416429850918229 0.0291254966197754 0.0319938711608094
0.177723501497327 0.0297144990178492 0.0211100464285793 0.0234371729199562
0.249367227000788 0.0474076992361889 0.0336870506239309 0.037013757992187
0.20531639649017 0.0355647786832827 0.0256540147608371 0.0285478035094071
0.262705550723388 0.0507767173294489 0.0362832688968645 0.0398717342238568
0.220676852309946 0.0388143924171521 0.0281522927278967 0.0313005625703526
0.268831817129915 0.0523384368899649 0.0375190282809381 0.0411269123575938
0.227944178022515 0.0403934611948034 0.0293888701433376 0.0326121468613039
0.251684699950572 0.0477512872533709 0.0339021692622525 0.0371097496755232
0.206647143332451 0.0356969975985756 0.0257256751836563 0.0285125665704435
0.287490607386391 0.0576690107311358 0.0419699977841035 0.0455460530872461
0.250377944556251 0.045788618132026 0.0337984161784867 0.0372016653684179
0.280822509542609 0.0560232514628025 0.0406939483504474 0.0443002484991231
0.243001336356721 0.0442219627243812 0.0325711847544792 0.0359832931796693
0.265611918150068 0.051770309841399 0.0371902192700535 0.04064381911499
0.225204051002079 0.0399967545160009 0.029156767258004 0.0322772186652188
0.247935761818295 0.0468745450002682 0.033247810422173 0.0363748527657201
0.202534095590019 0.0348610216928758 0.0251023432830701 0.0278063881996844
0.281345713658162 0.0556890649459743 0.0402684125828622 0.0439590410855418
0.242291599428969 0.0437094481567298 0.0320703222150464 0.0354753094793239
0.274996843517968 0.0543708709185804 0.0393406930666563 0.0428676188797889
0.235931702841756 0.0424973367607274 0.0311910072322234 0.0344241961588974
0.267666848158192 0.052177955362649 0.0375298371428077 0.0413611453396859
0.227992028715702 0.0404591156340645 0.0295265953566453 0.03299310929784
0.252850819477717 0.0480474547165199 0.0341522311532084 0.037365658488805
0.208018243514336 0.0360103474029168 0.0259837876180299 0.028769509486959
0.282166678869032 0.0565342913193287 0.0412007717975008 0.0444241501652403
0.244899105386391 0.0447500624567248 0.033068099628787 0.036149306526643
0.243780210880993 0.0457162167193232 0.0322243899223412 0.0361402725378357
0.198982832060906 0.0339356159315657 0.0242989789966478 0.0275730340308353
0.287732926461546 0.0575766908481882 0.0418538173145419 0.0453290193562932
0.249879374196208 0.045597058154425 0.033619964362436 0.0369202219987143
0.28298818590054 0.0552998696846329 0.0396493280321862 0.0436304330028529
0.243724192301247 0.0434104252483924 0.0316011637392407 0.0352381255569643
0.280551502089047 0.0559583558347933 0.0407781589948783 0.0436806374740677
0.242933809603727 0.0441489306811834 0.0326213119446027 0.0353926661143576
0.283717772440092 0.0568157356120329 0.0413317970191673 0.044891185642023
0.246186139527563 0.0449453504177684 0.0331484316759817 0.0365472242488147
