Coverage	Frequency	Reads
2412	1	259267098
2418	1	259269516
2424	1	259271940
2431	1	259274371
2438	1	259276809
2439	1	259279248
2447	1	259281695
2449	1	259284144
2456	1	259286600
2457	1	259289057
2458	2	259293973
2460	1	259296433
2468	1	259298901
2470	1	259301371
2487	1	259303858
2504	1	259306362
2511	1	259308873
2516	1	259311389
2520	1	259313909
2521	2	259318951
2523	1	259321474
2524	1	259323998
2548	1	259326546
2551	1	259329097
2554	1	259331651
2555	1	259334206
2560	1	259336766
2564	1	259339330
2571	1	259341901
2587	1	259344488
2588	1	259347076
2593	1	259349669
2601	1	259352270
2603	1	259354873
2611	1	259357484
2617	1	259360101
2622	2	259365345
2623	1	259367968
2624	1	259370592
2632	1	259373224
2634	1	259375858
2645	1	259378503
2651	1	259381154
2653	1	259383807
2658	1	259386465
2661	1	259389126
2676	1	259391802
2682	1	259394484
2684	1	259397168
2698	1	259399866
2706	1	259402572
2715	1	259405287
2717	1	259408004
2722	1	259410726
2724	1	259413450
2727	1	259416177
2733	1	259418910
2750	1	259421660
2751	1	259424411
2760	1	259427171
2764	1	259429935
2770	1	259432705
2776	1	259435481
2778	1	259438259
2782	1	259441041
2783	1	259443824
2785	1	259446609
2787	1	259449396
2790	1	259452186
2800	1	259454986
2806	1	259457792
2817	1	259460609
2820	1	259463429
2862	1	259466291
2867	1	259469158
2881	1	259472039
2890	1	259474929
2903	1	259477832
2931	1	259480763
2940	1	259483703
2955	1	259486658
2963	1	259489621
2980	1	259492601
2986	1	259495587
2993	1	259498580
3002	1	259501582
3003	1	259504585
3004	1	259507589
3006	1	259510595
3013	1	259513608
3019	1	259516627
3042	1	259519669
3044	1	259522713
3048	1	259525761
3057	1	259528818
3097	1	259531915
3099	1	259535014
3105	1	259538119
3110	1	259541229
3120	1	259544349
3150	1	259547499
3165	1	259550664
3167	1	259553831
3183	1	259557014
3188	1	259560202
3196	1	259563398
3204	1	259566602
3209	1	259569811
3213	1	259573024
3239	1	259576263
3241	1	259579504
3256	1	259582760
3258	2	259589276
3267	1	259592543
3321	1	259595864
3328	1	259599192
3351	1	259602543
3361	1	259605904
3389	1	259609293
3394	1	259612687
3402	1	259616089
3429	1	259619518
3434	1	259622952
3447	1	259626399
3449	1	259629848
3453	1	259633301
3458	1	259636759
3466	1	259640225
3470	1	259643695
3474	1	259647169
3476	1	259650645
3497	1	259654142
3498	1	259657640
3506	1	259661146
3514	1	259664660
3518	1	259668178
3523	1	259671701
3537	1	259675238
3541	1	259678779
3544	1	259682323
3560	1	259685883
3571	1	259689454
3573	1	259693027
3578	1	259696605
3603	1	259700208
3634	1	259703842
3639	2	259711120
3642	1	259714762
3645	1	259718407
3650	1	259722057
3698	1	259725755
3700	1	259729455
3728	1	259733183
3735	1	259736918
3746	1	259740664
3759	1	259744423
3762	1	259748185
3779	1	259751964
3784	1	259755748
3788	1	259759536
3801	1	259763337
3802	1	259767139
3805	1	259770944
3806	1	259774750
3815	2	259782380
3822	1	259786202
3832	1	259790034
3838	1	259793872
3873	1	259797745
3903	1	259801648
3905	1	259805553
3906	1	259809459
3919	1	259813378
3923	1	259817301
3929	1	259821230
3930	1	259825160
3942	1	259829102
3944	1	259833046
3946	1	259836992
3947	1	259840939
3961	1	259844900
3966	1	259848866
3967	1	259852833
4005	1	259856838
4007	1	259860845
4020	2	259868885
4027	1	259872912
4029	1	259876941
4049	1	259880990
4080	1	259885070
4112	1	259889182
4113	1	259893295
4116	1	259897411
4132	1	259901543
4133	1	259905676
4144	1	259909820
4153	1	259913973
4166	1	259918139
4201	1	259922340
4250	1	259926590
4258	1	259930848
4261	1	259935109
4265	1	259939374
4275	1	259943649
4289	1	259947938
4293	1	259952231
4353	1	259956584
4357	1	259960941
4359	1	259965300
4366	1	259969666
4422	1	259974088
4428	1	259978516
4455	1	259982971
4493	1	259987464
4508	1	259991972
4511	1	259996483
4515	1	260000998
4521	1	260005519
4533	1	260010052
4540	1	260014592
4546	1	260019138
4558	1	260023696
4570	1	260028266
4602	1	260032868
4657	1	260037525
4699	1	260042224
4713	1	260046937
4715	1	260051652
4724	1	260056376
4726	1	260061102
4729	1	260065831
4750	1	260070581
4754	2	260080089
4758	1	260084847
4779	1	260089626
4785	1	260094411
4813	1	260099224
4817	1	260104041
4826	1	260108867
4874	1	260113741
4878	1	260118619
4897	1	260123516
4900	1	260128416
4908	1	260133324
4944	1	260138268
4945	1	260143213
4965	1	260148178
4977	1	260153155
5020	1	260158175
5021	1	260163196
5029	1	260168225
5064	1	260173289
5069	1	260178358
5071	1	260183429
5086	1	260188515
5110	1	260193625
5121	1	260198746
5138	1	260203884
5148	1	260209032
5161	1	260214193
5164	1	260219357
5198	2	260229753
5217	1	260234970
5225	1	260240195
5265	1	260245460
5299	1	260250759
5346	1	260256105
5380	1	260261485
5397	1	260266882
5433	1	260272315
5447	1	260277762
5502	1	260283264
5525	1	260288789
5537	1	260294326
5538	1	260299864
5600	1	260305464
5643	1	260311107
5689	1	260316796
5730	1	260322526
5740	1	260328266
5744	1	260334010
5748	1	260339758
5758	1	260345516
5783	1	260351299
5807	1	260357106
5827	1	260362933
5842	1	260368775
5846	1	260374621
5857	1	260380478
5878	1	260386356
5944	1	260392300
5988	1	260398288
6166	1	260404454
6180	1	260410634
6198	1	260416832
6232	1	260423064
6322	1	260429386
6378	1	260435764
6475	1	260442239
6490	1	260448729
6511	1	260455240
6596	1	260461836
6624	1	260468460
6641	1	260475101
6658	1	260481759
6666	1	260488425
6718	1	260495143
6724	1	260501867
6772	1	260508639
6832	1	260515471
6861	1	260522332
6898	1	260529230
6931	1	260536161
6942	1	260543103
6982	1	260550085
7016	1	260557101
7029	1	260564130
7214	1	260571344
7240	2	260585824
7260	1	260593084
7311	1	260600395
7341	1	260607736
7381	1	260615117
7537	1	260622654
7633	1	260630287
7639	1	260637926
7686	1	260645612
7720	1	260653332
7737	1	260661069
7782	1	260668851
7839	1	260676690
7863	1	260684553
7895	1	260692448
7963	1	260700411
7975	1	260708386
7977	1	260716363
8047	1	260724410
8106	1	260732516
8163	1	260740679
8192	1	260748871
8327	1	260757198
8360	1	260765558
8371	1	260773929
8454	1	260782383
8570	1	260790953
8617	1	260799570
8633	1	260808203
8662	1	260816865
8684	1	260825549
8699	1	260834248
8702	1	260842950
8768	1	260851718
8804	1	260860522
8859	1	260869381
8866	1	260878247
8909	1	260887156
9001	1	260896157
9029	1	260905186
9045	1	260914231
9062	1	260923293
9093	1	260932386
9148	1	260941534
9169	1	260950703
9201	1	260959904
9221	1	260969125
9236	1	260978361
9250	2	260996861
9297	1	261006158
9338	1	261015496
9496	1	261024992
9521	1	261034513
9637	1	261044150
9661	1	261053811
9689	1	261063500
9697	1	261073197
9759	1	261082956
9864	1	261092820
9877	1	261102697
9923	1	261112620
9924	1	261122544
9946	1	261132490
10032	1	261142522
10057	1	261152579
10069	1	261162648
10079	1	261172727
10088	1	261182815
10139	1	261192954
10147	1	261203101
10275	1	261213376
10296	1	261223672
10552	1	261234224
10628	1	261244852
10718	1	261255570
10775	1	261266345
10827	1	261277172
10830	1	261288002
10894	1	261298896
11002	1	261309898
11023	1	261320921
11024	1	261331945
11032	1	261342977
11043	1	261354020
11299	1	261365319
11305	1	261376624
11430	1	261388054
11507	1	261399561
11591	1	261411152
11768	1	261422920
11817	1	261434737
11899	1	261446636
11920	1	261458556
12023	1	261470579
12024	1	261482603
12083	1	261494686
12099	1	261506785
12134	1	261518919
12248	1	261531167
12322	1	261543489
12372	1	261555861
12419	1	261568280
12420	1	261580700
12610	1	261593310
12734	1	261606044
12739	1	261618783
12924	1	261631707
12974	1	261644681
13016	1	261657697
13025	1	261670722
13203	1	261683925
13287	1	261697212
13709	1	261710921
13764	1	261724685
13938	1	261738623
14040	1	261752663
14161	1	261766824
14199	1	261781023
14554	1	261795577
14587	1	261810164
14728	1	261824892
14769	1	261839661
14863	1	261854524
15090	1	261869614
15299	1	261884913
15504	1	261900417
15526	1	261915943
15683	1	261931626
15782	1	261947408
15874	1	261963282
16395	1	261979677
16493	1	261996170
16540	1	262012710
16601	1	262029311
17040	1	262046351
17149	1	262063500
17371	1	262080871
17471	1	262098342
17822	1	262116164
18100	1	262134264
18244	1	262152508
18375	1	262170883
18544	1	262189427
18828	1	262208255
19419	1	262227674
20335	1	262248009
20572	1	262268581
20845	1	262289426
21210	1	262310636
22160	1	262332796
22309	1	262355105
23095	1	262378200
23358	1	262401558
25655	1	262427213
25871	1	262453084
26327	1	262479411
27000	1	262506411
27459	1	262533870
27621	1	262561491
27874	1	262589365
28682	1	262618047
29350	1	262647397
29457	1	262676854
29607	1	262706461
29788	1	262736249
30218	1	262766467
30565	1	262797032
30649	1	262827681
31995	1	262859676
32626	1	262892302
32628	1	262924930
32753	1	262957683
32904	1	262990587
32909	1	263023496
33608	1	263057104
33806	1	263090910
33988	1	263124898
35945	1	263160843
35956	1	263196799
36639	1	263233438
36648	1	263270086
36801	1	263306887
37367	1	263344254
37920	1	263382174
38885	1	263421059
38925	1	263459984
39418	1	263499402
40726	1	263540128
42157	1	263582285
42429	1	263624714
43338	1	263668052
44506	1	263712558
46471	1	263759029
47893	1	263806922
48406	1	263855328
50873	1	263906201
54149	1	263960350
55080	1	264015430
55513	1	264070943
58365	1	264129308
69391	1	264198699
83428	1	264282127
89638	1	264371765
90785	1	264462550
94231	1	264556781
106767	1	264663548
112428	1	264775976
181818	1	264957794
225202	1	265182996
261642	1	265444638
272226	1	265716864
299794	1	266016658
345607	1	266362265
395936	1	266758201
558691	1	267316892
779237	1	268096129
1515642	1	269611771
3293676	1	272905447
