Coverage	Frequency	Reads
1792	1	355568850
1793	1	355570643
1794	1	355572437
1797	1	355574234
1798	3	355579628
1801	1	355581429
1804	1	355583233
1805	1	355585038
1807	1	355586845
1809	1	355588654
1813	1	355590467
1814	1	355592281
1815	1	355594096
1817	1	355595913
1819	2	355599551
1822	1	355601373
1823	1	355603196
1824	1	355605020
1825	1	355606845
1826	1	355608671
1828	1	355610499
1829	1	355612328
1830	1	355614158
1837	1	355615995
1843	1	355617838
1847	2	355621532
1849	1	355623381
1851	1	355625232
1854	1	355627086
1860	1	355628946
1862	1	355630808
1864	1	355632672
1868	1	355634540
1869	1	355636409
1872	1	355638281
1875	3	355643906
1878	1	355645784
1880	2	355649544
1882	2	355653308
1885	2	355657078
1887	1	355658965
1888	1	355660853
1892	1	355662745
1893	1	355664638
1894	1	355666532
1895	1	355668427
1896	2	355672219
1899	1	355674118
1905	2	355677928
1911	1	355679839
1913	2	355683665
1914	1	355685579
1915	2	355689409
1916	1	355691325
1918	1	355693243
1920	2	355697083
1921	1	355699004
1922	1	355700926
1928	1	355702854
1929	1	355704783
1934	1	355706717
1937	1	355708654
1938	1	355710592
1939	1	355712531
1940	1	355714471
1942	1	355716413
1944	1	355718357
1948	2	355722253
1949	1	355724202
1952	1	355726154
1953	2	355730060
1963	1	355732023
1966	3	355737921
1968	1	355739889
1970	1	355741859
1971	2	355745801
1974	1	355747775
1975	1	355749750
1976	1	355751726
1978	2	355755682
1983	2	355759648
1984	1	355761632
1989	1	355763621
1990	1	355765611
1995	1	355767606
2001	1	355769607
2004	2	355773615
2005	1	355775620
2009	1	355777629
2011	2	355781651
2012	1	355783663
2014	1	355785677
2022	2	355789721
2023	1	355791744
2024	1	355793768
2025	1	355795793
2026	1	355797819
2030	1	355799849
2033	2	355803915
2034	1	355805949
2035	1	355807984
2036	2	355812056
2037	1	355814093
2040	1	355816133
2041	1	355818174
2044	1	355820218
2046	1	355822264
2053	1	355824317
2054	2	355828425
2057	1	355830482
2060	1	355832542
2061	1	355834603
2063	1	355836666
2068	1	355838734
2069	1	355840803
2071	1	355842874
2072	1	355844946
2074	1	355847020
2076	1	355849096
2079	1	355851175
2081	1	355853256
2088	2	355857432
2089	1	355859521
2091	2	355863703
2096	1	355865799
2097	1	355867896
2099	1	355869995
2100	2	355874195
2102	1	355876297
2103	1	355878400
2104	1	355880504
2105	1	355882609
2110	1	355884719
2115	2	355888949
2116	1	355891065
2119	2	355895303
2121	2	355899545
2133	1	355901678
2134	1	355903812
2141	2	355908094
2142	1	355910236
2143	1	355912379
2145	1	355914524
2147	1	355916671
2162	1	355918833
2163	1	355920996
2165	1	355923161
2166	1	355925327
2168	1	355927495
2172	1	355929667
2174	1	355931841
2176	1	355934017
2180	1	355936197
2190	1	355938387
2191	1	355940578
2192	1	355942770
2195	1	355944965
2198	2	355949361
2202	1	355951563
2210	1	355953773
2213	1	355955986
2216	1	355958202
2222	1	355960424
2223	1	355962647
2226	1	355964873
2227	2	355969327
2228	1	355971555
2232	1	355973787
2237	1	355976024
2244	2	355980512
2247	1	355982759
2250	1	355985009
2253	1	355987262
2255	1	355989517
2259	1	355991776
2262	1	355994038
2264	1	355996302
2266	1	355998568
2268	1	356000836
2276	1	356003112
2280	1	356005392
2281	1	356007673
2289	1	356009962
2299	1	356012261
2300	2	356016861
2306	1	356019167
2313	2	356023793
2314	2	356028421
2317	1	356030738
2326	1	356033064
2330	2	356037724
2331	1	356040055
2332	1	356042387
2333	1	356044720
2334	1	356047054
2336	1	356049390
2343	1	356051733
2345	1	356054078
2346	1	356056424
2347	1	356058771
2348	1	356061119
2350	1	356063469
2353	1	356065822
2357	1	356068179
2359	2	356072897
2365	1	356075262
2366	1	356077628
2367	1	356079995
2369	2	356084733
2370	1	356087103
2373	1	356089476
2375	1	356091851
2384	1	356094235
2385	1	356096620
2386	1	356099006
2392	1	356101398
2394	1	356103792
2398	1	356106190
2405	1	356108595
2406	1	356111001
2411	1	356113412
2415	1	356115827
2421	1	356118248
2426	1	356120674
2427	2	356125528
2428	1	356127956
2434	1	356130390
2435	1	356132825
2440	1	356135265
2444	2	356140153
2445	1	356142598
2449	2	356147496
2453	2	356152402
2456	1	356154858
2458	1	356157316
2460	1	356159776
2470	2	356164716
2477	1	356167193
2478	1	356169671
2482	1	356172153
2483	2	356177119
2492	1	356179611
2503	1	356182114
2505	1	356184619
2509	1	356187128
2514	1	356189642
2522	1	356192164
2523	1	356194687
2525	1	356197212
2536	1	356199748
2544	1	356202292
2547	1	356204839
2548	2	356209935
2549	1	356212484
2553	1	356215037
2555	2	356220147
2571	2	356225289
2581	1	356227870
2588	1	356230458
2596	1	356233054
2599	1	356235653
2602	1	356238255
2607	1	356240862
2611	2	356246084
2612	1	356248696
2613	1	356251309
2614	1	356253923
2618	1	356256541
2623	2	356261787
2625	1	356264412
2627	1	356267039
2631	1	356269670
2635	1	356272305
2639	1	356274944
2652	1	356277596
2658	1	356280254
2659	1	356282913
2660	1	356285573
2670	1	356288243
2679	1	356290922
2684	1	356293606
2694	1	356296300
2696	1	356298996
2700	2	356304396
2701	1	356307097
2702	1	356309799
2709	1	356312508
2710	1	356315218
2717	1	356317935
2720	1	356320655
2724	1	356323379
2727	1	356326106
2748	1	356328854
2751	1	356331605
2760	1	356334365
2773	1	356337138
2780	1	356339918
2783	1	356342701
2793	1	356345494
2806	1	356348300
2809	1	356351109
2812	1	356353921
2813	1	356356734
2816	1	356359550
2819	1	356362369
2822	1	356365191
2823	1	356368014
2826	1	356370840
2830	1	356373670
2833	1	356376503
2836	1	356379339
2841	1	356382180
2848	1	356385028
2854	1	356387882
2855	1	356390737
2856	1	356393593
2860	1	356396453
2865	1	356399318
2867	1	356402185
2871	1	356405056
2875	1	356407931
2876	1	356410807
2887	2	356416581
2891	1	356419472
2896	1	356422368
2900	1	356425268
2901	1	356428169
2906	3	356436887
2910	1	356439797
2915	1	356442712
2920	1	356445632
2926	1	356448558
2932	1	356451490
2937	1	356454427
2939	1	356457366
2942	1	356460308
2944	1	356463252
2950	1	356466202
2951	1	356469153
2953	1	356472106
2955	1	356475061
2958	1	356478019
2970	1	356480989
2973	2	356486935
2974	1	356489909
2988	1	356492897
2991	1	356495888
2995	1	356498883
3000	1	356501883
3003	1	356504886
3007	1	356507893
3016	1	356510909
3022	1	356513931
3028	1	356516959
3031	1	356519990
3032	1	356523022
3037	1	356526059
3049	2	356532157
3057	1	356535214
3061	2	356541336
3064	1	356544400
3067	1	356547467
3075	2	356553617
3079	1	356556696
3087	1	356559783
3088	1	356562871
3089	1	356565960
3097	1	356569057
3098	1	356572155
3106	1	356575261
3111	1	356578372
3115	1	356581487
3117	1	356584604
3132	1	356587736
3147	1	356590883
3149	1	356594032
3150	1	356597182
3152	1	356600334
3157	1	356603491
3167	1	356606658
3169	1	356609827
3171	1	356612998
3185	1	356616183
3192	1	356619375
3196	1	356622571
3207	1	356625778
3213	1	356628991
3225	1	356632216
3248	1	356635464
3249	1	356638713
3259	1	356641972
3262	1	356645234
3267	1	356648501
3269	1	356651770
3276	1	356655046
3282	1	356658328
3290	1	356661618
3292	2	356668202
3297	1	356671499
3307	1	356674806
3316	1	356678122
3317	1	356681439
3328	1	356684767
3331	1	356688098
3340	1	356691438
3343	1	356694781
3361	1	356698142
3365	1	356701507
3367	1	356704874
3372	1	356708246
3375	2	356714996
3379	1	356718375
3380	1	356721755
3385	1	356725140
3386	1	356728526
3390	1	356731916
3392	1	356735308
3393	2	356742094
3403	1	356745497
3408	1	356748905
3426	1	356752331
3430	1	356755761
3434	1	356759195
3446	1	356762641
3455	1	356766096
3463	1	356769559
3467	1	356773026
3495	1	356776521
3499	1	356780020
3503	1	356783523
3504	1	356787027
3505	2	356794037
3517	1	356797554
3542	1	356801096
3546	1	356804642
3549	1	356808191
3556	1	356811747
3557	1	356815304
3561	1	356818865
3573	1	356822438
3582	1	356826020
3583	1	356829603
3585	1	356833188
3596	1	356836784
3597	1	356840381
3601	1	356843982
3614	1	356847596
3641	1	356851237
3659	1	356854896
3663	1	356858559
3664	1	356862223
3684	1	356865907
3686	1	356869593
3693	1	356873286
3697	1	356876983
3741	1	356880724
3758	1	356884482
3776	1	356888258
3781	1	356892039
3811	1	356895850
3812	1	356899662
3816	1	356903478
3821	1	356907299
3837	1	356911136
3840	1	356914976
3859	1	356918835
3862	2	356926559
3904	1	356930463
3922	1	356934385
3950	1	356938335
3954	1	356942289
3957	1	356946246
3960	1	356950206
3962	1	356954168
3972	1	356958140
3987	1	356962127
4003	1	356966130
4028	1	356970158
4034	1	356974192
4060	1	356978252
4064	1	356982316
4070	1	356986386
4096	1	356990482
4123	1	356994605
4125	1	356998730
4147	1	357002877
4154	1	357007031
4176	1	357011207
4178	1	357015385
4186	1	357019571
4209	1	357023780
4218	1	357027998
4234	1	357032232
4262	1	357036494
4277	1	357040771
4293	1	357045064
4318	1	357049382
4319	1	357053701
4325	1	357058026
4336	1	357062362
4344	1	357066706
4349	1	357071055
4356	1	357075411
4369	1	357079780
4411	1	357084191
4424	1	357088615
4430	1	357093045
4435	1	357097480
4448	1	357101928
4459	2	357110846
4476	1	357115322
4505	1	357119827
4513	1	357124340
4531	1	357128871
4542	2	357137955
4610	2	357147175
4645	2	357156465
4656	1	357161121
4658	1	357165779
4696	1	357170475
4704	1	357175179
4747	1	357179926
4766	1	357184692
4781	1	357189473
4817	1	357194290
4818	1	357199108
4839	1	357203947
4902	1	357208849
4919	1	357213768
4930	1	357218698
4948	1	357223646
4955	1	357228601
5001	1	357233602
5013	1	357238615
5016	1	357243631
5017	1	357248648
5019	1	357253667
5026	1	357258693
5032	1	357263725
5040	2	357273805
5053	1	357278858
5083	1	357283941
5095	2	357294131
5103	1	357299234
5111	1	357304345
5114	1	357309459
5143	1	357314602
5156	1	357319758
5161	1	357324919
5182	2	357335283
5188	1	357340471
5193	1	357345664
5210	1	357350874
5294	1	357356168
5322	1	357361490
5333	1	357366823
5337	1	357372160
5357	1	357377517
5376	1	357382893
5379	1	357388272
5386	1	357393658
5391	1	357399049
5396	1	357404445
5411	1	357409856
5428	1	357415284
5448	1	357420732
5455	1	357426187
5467	1	357431654
5473	1	357437127
5486	1	357442613
5492	1	357448105
5495	1	357453600
5497	1	357459097
5522	1	357464619
5546	1	357470165
5572	1	357475737
5606	1	357481343
5620	1	357486963
5632	1	357492595
5669	1	357498264
5739	1	357504003
5799	1	357509802
5814	1	357515616
5816	1	357521432
5831	1	357527263
5870	1	357533133
5940	1	357539073
5957	1	357545030
5963	1	357550993
5975	2	357562943
5997	1	357568940
6047	1	357574987
6090	1	357581077
6102	2	357593281
6108	1	357599389
6158	1	357605547
6175	1	357611722
6188	1	357617910
6234	2	357630378
6268	1	357636646
6275	1	357642921
6279	1	357649200
6290	1	357655490
6301	1	357661791
6315	1	357668106
6357	1	357674463
6363	1	357680826
6364	1	357687190
6367	1	357693557
6415	1	357699972
6434	1	357706406
6483	1	357712889
6494	1	357719383
6537	1	357725920
6542	1	357732462
6599	1	357739061
6613	1	357745674
6617	1	357752291
6624	1	357758915
6626	1	357765541
6629	1	357772170
6649	1	357778819
6696	2	357792211
6704	1	357798915
6757	1	357805672
6777	1	357812449
6779	1	357819228
6847	1	357826075
6948	1	357833023
6975	1	357839998
6987	1	357846985
6989	1	357853974
6991	1	357860965
6997	1	357867962
7013	1	357874975
7068	1	357882043
7104	1	357889147
7131	1	357896278
7252	1	357903530
7291	1	357910821
7303	1	357918124
7395	1	357925519
7409	1	357932928
7447	1	357940375
7464	1	357947839
7673	1	357955512
7675	1	357963187
7682	1	357970869
7713	1	357978582
7753	1	357986335
7783	1	357994118
7824	1	358001942
7844	1	358009786
7850	1	358017636
7868	1	358025504
7898	1	358033402
7912	1	358041314
7914	1	358049228
7952	1	358057180
7982	1	358065162
7992	1	358073154
8031	1	358081185
8228	1	358089413
8237	1	358097650
8331	1	358105981
8342	1	358114323
8382	1	358122705
8440	1	358131145
8469	1	358139614
8494	1	358148108
8498	1	358156606
8651	1	358165257
8678	1	358173935
8730	1	358182665
8842	1	358191507
8843	1	358200350
9013	1	358209363
9113	1	358218476
9204	1	358227680
9253	1	358236933
9308	1	358246241
9494	1	358255735
9571	1	358265306
9575	1	358274881
9597	1	358284478
9626	1	358294104
9695	1	358303799
9728	1	358313527
9758	1	358323285
9874	1	358333159
9921	1	358343080
9937	1	358353017
9961	1	358362978
10078	2	358383134
10121	1	358393255
10155	1	358403410
10197	1	358413607
10250	1	358423857
10269	1	358434126
10283	1	358444409
10312	1	358454721
10426	1	358465147
10489	1	358475636
10517	1	358486153
10522	1	358496675
10606	1	358507281
10928	1	358518209
10985	1	358529194
11143	1	358540337
11267	1	358551604
11587	1	358563191
11646	1	358574837
11724	1	358586561
11731	1	358598292
11765	1	358610057
11906	1	358621963
11967	1	358633930
11988	1	358645918
12126	1	358658044
12135	1	358670179
12146	1	358682325
12315	1	358694640
12342	1	358706982
12495	1	358719477
12602	1	358732079
12648	1	358744727
12694	1	358757421
12738	1	358770159
12803	1	358782962
12882	1	358795844
12914	1	358808758
12961	1	358821719
13084	1	358834803
13143	1	358847946
13165	1	358861111
13174	1	358874285
13241	1	358887526
13282	1	358900808
13362	1	358914170
13364	1	358927534
13455	1	358940989
13582	1	358954571
13607	1	358968178
13670	1	358981848
13672	1	358995520
13806	1	359009326
13846	1	359023172
13858	1	359037030
13879	1	359050909
13885	1	359064794
13914	1	359078708
13976	1	359092684
14055	1	359106739
14122	1	359120861
14238	1	359135099
14396	1	359149495
14499	1	359163994
14668	1	359178662
14799	1	359193461
14881	1	359208342
14901	1	359223243
14941	1	359238184
15006	1	359253190
15026	1	359268216
15315	1	359283531
15322	1	359298853
15337	1	359314190
15388	1	359329578
15439	1	359345017
15494	1	359360511
15634	1	359376145
15669	1	359391814
16054	1	359407868
16194	1	359424062
16216	1	359440278
16256	1	359456534
16349	1	359472883
16405	1	359489288
16453	1	359505741
16621	1	359522362
16676	1	359539038
16683	1	359555721
16710	1	359572431
16816	1	359589247
16852	1	359606099
16859	1	359622958
16904	1	359639862
16975	1	359656837
17075	1	359673912
17085	1	359690997
17165	1	359708162
17215	1	359725377
17317	1	359742694
17356	1	359760050
17477	1	359777527
17494	1	359795021
17499	1	359812520
17551	1	359830071
17798	1	359847869
18285	1	359866154
18418	1	359884572
18548	1	359903120
18568	1	359921688
18803	1	359940491
18939	1	359959430
19601	1	359979031
19667	1	359998698
19681	1	360018379
19709	1	360038088
19786	1	360057874
19941	1	360077815
20207	1	360098022
20642	1	360118664
21031	1	360139695
21448	1	360161143
21536	1	360182679
21620	1	360204299
22208	1	360226507
22245	1	360248752
22643	1	360271395
22848	1	360294243
23000	1	360317243
24114	1	360341357
24163	1	360365520
24494	1	360390014
25064	1	360415078
25112	1	360440190
25171	1	360465361
25330	1	360490691
25822	1	360516513
25874	1	360542387
25946	1	360568333
26243	1	360594576
26420	1	360620996
26426	1	360647422
26586	1	360674008
26653	1	360700661
26867	1	360727528
28136	1	360755664
28934	1	360784598
29017	1	360813615
29184	1	360842799
32700	1	360875499
34698	1	360910197
35414	1	360945611
35873	1	360981484
36078	1	361017562
36109	1	361053671
36330	1	361090001
38268	1	361128269
39054	1	361167323
39981	1	361207304
41107	1	361248411
41348	1	361289759
41393	1	361331152
41795	1	361372947
43247	1	361416194
43331	1	361459525
43621	1	361503146
43811	1	361546957
44935	1	361591892
45936	1	361637828
46079	1	361683907
47029	1	361730936
47454	1	361778390
47924	1	361826314
48567	1	361874881
49549	1	361924430
50924	1	361975354
51132	1	362026486
51854	1	362078340
51923	1	362130263
53584	1	362183847
55762	1	362239609
57045	1	362296654
59203	1	362355857
60178	1	362416035
60252	1	362476287
61039	1	362537326
62870	1	362600196
63205	1	362663401
64089	1	362727490
68428	1	362795918
70408	1	362866326
71863	1	362938189
74416	1	363012605
75789	1	363088394
77491	1	363165885
80325	1	363246210
81253	1	363327463
102771	1	363430234
110876	1	363541110
121047	1	363662157
134836	1	363796993
144819	1	363941812
161272	1	364103084
188856	1	364291940
228785	1	364520725
309393	1	364830118
413631	1	365243749
472531	1	365716280
479430	1	366195710
517702	1	366713412
593860	1	367307272
884668	1	368191940
1087430	1	369279370
2321077	1	371600447
5086749	1	376687196
