Reading input files
Number of loci: 2012
Number of admixed populations: 1
Number of individuals: 5
Allowing for uncertainty in allele counts
mcmc iteration: 57000 ........ LnL: -13482.6
mcmc iteration: 58000 ........ LnL: -13590.2
mcmc iteration: 59000 ........ LnL: -13498.5
mcmc iteration: 60000 ........ LnL: -13473.5
mcmc iteration: 61000 ........ LnL: -13609.2
mcmc iteration: 62000 ........ LnL: -13551.6
mcmc iteration: 63000 ........ LnL: -13533.9
mcmc iteration: 64000 ........ LnL: -13490.4
mcmc iteration: 65000 ........ LnL: -13620.6
mcmc iteration: 66000 ........ LnL: -13525.8
mcmc iteration: 67000 ........ LnL: -13451.5
mcmc iteration: 68000 ........ LnL: -13523.2
mcmc iteration: 69000 ........ LnL: -13553.4
mcmc iteration: 70000 ........ LnL: -13521.3
mcmc iteration: 71000 ........ LnL: -13492.2
mcmc iteration: 72000 ........ LnL: -13560.6
mcmc iteration: 73000 ........ LnL: -13483.1
mcmc iteration: 74000 ........ LnL: -13533.8
mcmc iteration: 75000 ........ LnL: -13534.6
mcmc iteration: 76000 ........ LnL: -13560.2
mcmc iteration: 77000 ........ LnL: -13574.3
mcmc iteration: 78000 ........ LnL: -13511.6
mcmc iteration: 79000 ........ LnL: -13585.8
mcmc iteration: 80000 ........ LnL: -13466.9
mcmc iteration: 81000 ........ LnL: -13438.4
mcmc iteration: 82000 ........ LnL: -13578.3
mcmc iteration: 83000 ........ LnL: -13582
mcmc iteration: 84000 ........ LnL: -13521
mcmc iteration: 85000 ........ LnL: -13537.4
mcmc iteration: 86000 ........ LnL: -13513.3
mcmc iteration: 87000 ........ LnL: -13565.1
mcmc iteration: 88000 ........ LnL: -13486.8
mcmc iteration: 89000 ........ LnL: -13503.4
mcmc iteration: 90000 ........ LnL: -13596.9
mcmc iteration: 91000 ........ LnL: -13527.6
mcmc iteration: 92000 ........ LnL: -13467
mcmc iteration: 93000 ........ LnL: -13582.1
mcmc iteration: 94000 ........ LnL: -13600.3
mcmc iteration: 95000 ........ LnL: -13531.8
mcmc iteration: 96000 ........ LnL: -13618.5
mcmc iteration: 97000 ........ LnL: -13553.6
mcmc iteration: 98000 ........ LnL: -13510.2
mcmc iteration: 99000 ........ LnL: -13522.7
mcmc iteration: 100000 ........ LnL: -13554.7
mcmc iteration: 101000 ........ LnL: -13503.8
mcmc iteration: 102000 ........ LnL: -13564.6
mcmc iteration: 103000 ........ LnL: -13574.3
mcmc iteration: 104000 ........ LnL: -13526.4
mcmc iteration: 105000 ........ LnL: -13579.6
mcmc iteration: 106000 ........ LnL: -13582.7
mcmc iteration: 107000 ........ LnL: -13574.1
mcmc iteration: 108000 ........ LnL: -13597.1
mcmc iteration: 109000 ........ LnL: -13533.4
mcmc iteration: 110000 ........ LnL: -13518.2
mcmc iteration: 111000 ........ LnL: -13502.7
mcmc iteration: 112000 ........ LnL: -13496.7
mcmc iteration: 113000 ........ LnL: -13576
mcmc iteration: 114000 ........ LnL: -13537.6
mcmc iteration: 115000 ........ LnL: -13510.9
mcmc iteration: 116000 ........ LnL: -13521.7
mcmc iteration: 117000 ........ LnL: -13573.2
mcmc iteration: 118000 ........ LnL: -13599.9
mcmc iteration: 119000 ........ LnL: -13491.7
mcmc iteration: 120000 ........ LnL: -13490.7
mcmc iteration: 121000 ........ LnL: -13545
mcmc iteration: 122000 ........ LnL: -13447.8
mcmc iteration: 123000 ........ LnL: -13476.6
mcmc iteration: 124000 ........ LnL: -13598.7
mcmc iteration: 125000 ........ LnL: -13540.6
mcmc iteration: 126000 ........ LnL: -13509.8
mcmc iteration: 127000 ........ LnL: -13505.5
mcmc iteration: 128000 ........ LnL: -13528.7
mcmc iteration: 129000 ........ LnL: -13547
mcmc iteration: 130000 ........ LnL: -13537.7
mcmc iteration: 131000 ........ LnL: -13555.1
mcmc iteration: 132000 ........ LnL: -13575.3
mcmc iteration: 133000 ........ LnL: -13507.8
mcmc iteration: 134000 ........ LnL: -13534.8
mcmc iteration: 135000 ........ LnL: -13594
mcmc iteration: 136000 ........ LnL: -13538.8
mcmc iteration: 137000 ........ LnL: -13527.7
mcmc iteration: 138000 ........ LnL: -13500.3
mcmc iteration: 139000 ........ LnL: -13541.3
mcmc iteration: 140000 ........ LnL: -13584.2
mcmc iteration: 141000 ........ LnL: -13606.6
mcmc iteration: 142000 ........ LnL: -13560.2
mcmc iteration: 143000 ........ LnL: -13461.7
mcmc iteration: 144000 ........ LnL: -13588.3
mcmc iteration: 145000 ........ LnL: -13519.2
mcmc iteration: 146000 ........ LnL: -13568.3
mcmc iteration: 147000 ........ LnL: -13571.2
mcmc iteration: 148000 ........ LnL: -13559.4
mcmc iteration: 149000 ........ LnL: -13616.2
Finished mcmc
Runtime: 5 hr 2 min 55 sec
