#D	f_hom	f_d	f_dM
0.270745873537033 0.0743332122639524 0.0455300753796765 0.0454815223709578
0.300706721722265 0.0867886344118255 0.0525809928742089 0.0521532495822012
0.290914443748691 0.0830050447479395 0.0503637718239421 0.0500447296607629
0.281037513913299 0.0792621734764603 0.0481436380001864 0.0479464659339153
0.273630166088712 0.0752117031346522 0.046100275712204 0.0460316537661503
0.278237072200813 0.0770650460396138 0.0472592651302673 0.0471288562939149
0.297227952457244 0.0891751501917704 0.0530234154360351 0.0524342255097001
0.194331343636959 0.0464320955326199 0.0293804414350056 0.0298584935711756
0.199344425354073 0.0476443927513633 0.0302147988876263 0.0306803627125767
0.261467437749185 0.0715730518584869 0.0437803445049639 0.0437781797777332
0.276980812345801 0.0761154472187094 0.0467920909501901 0.046700612519089
0.300562536152238 0.0884858103513668 0.0531067730899253 0.052586927731765
0.293265432771941 0.0858303607106894 0.0515538146206836 0.0510984656813993
0.29233767667268 0.08686025324704 0.0517818627384454 0.0512800514012465
0.215701807276593 0.0531156902051068 0.0334433790336847 0.0338387168810176
NA NA NA NA
0.192941953293258 0.0449302816508756 0.0287627183365197 0.0292801603864604
0.284380024910266 0.0818669940121229 0.0493684665374834 0.0490496250720744
0.212310143497282 0.0525271040626993 0.0329483902143907 0.0333394062302395
0.273368234872684 0.076444769503459 0.0464709495819011 0.0463524493767463
0.27344158056876 0.0767180384249251 0.0466460356593192 0.0464911943442985
0.297318402761274 0.089242160312705 0.0530429683452362 0.0524558877275155
0.288887509931454 0.083179876005879 0.0502072449623184 0.0498711657790997
0.284321718386653 0.0825098585633604 0.0495577684069714 0.0492125917561529
0.198143613768167 0.0472151224256095 0.0299654987773038 0.0304411426216729
0.301142536668856 0.0905348924680424 0.0538851014910727 0.0532560953665155
0.283081874945047 0.0767758261171214 0.0475685133268999 0.0474941712372311
0.284587468287309 0.0818892058313959 0.0493282909182235 0.0490312155634784
0.285661309059891 0.0810666965441773 0.0492648404298611 0.0489959961229113
0.293927669456514 0.0849053962646458 0.0513536635043736 0.0509350792164114
0.300971678050395 0.0896542248541597 0.0536032244786774 0.0530097259239708
0.278884294864278 0.0776141482385758 0.04740134840032 0.0472644450635055
0.285521431619455 0.0819867318696652 0.0495367613771966 0.0492103299540644
0.294764539234762 0.0864337692404128 0.0518341730874748 0.0513842463919346
0.283704382864489 0.0831357898296355 0.0496868946313008 0.0493096046188971
0.298765751205324 0.0867550250109516 0.0523668544115204 0.0519187347752739
0.278583711799663 0.0779991081718157 0.0475845414117594 0.0474031960708364
0.286324386068744 0.0831734103333877 0.0500010022846166 0.0496382416154575
0.261906550620407 0.0719407838126324 0.0439445215803425 0.0439290581706665
0.295646789364727 0.0876831418682711 0.0523999786691086 0.0518689722286047
0.202246606615067 0.0485908262064693 0.0307416327428154 0.031208142740052
0.301118026272059 0.0879109639268824 0.0530531477917753 0.052559913038942
0.301204812092444 0.0906889651130048 0.0539512338854716 0.0533096505150955
0.289820574924547 0.0829154128379361 0.0502092840400921 0.0498911521711276
0.264548571518994 0.0717703366186135 0.0441368939595253 0.0441490003474927
0.288368906572305 0.0801469743134859 0.0492624786767497 0.0490420415584086
0.277229588623457 0.0779866491517855 0.0474343262952689 0.0472434684763074
0.261153146885235 0.0704858255453952 0.0434221382617366 0.0434567286015364
0.287615243101441 0.0818363926384104 0.0497006035718454 0.049411735181127
0.264972537672027 0.0717383918469296 0.0442040439531459 0.0442136645045345
0.282299303075375 0.0816606583534403 0.0490934036638839 0.048776908473645
0.292993097993753 0.0857521813055285 0.0515415010747244 0.0510824845514332
0.187026890710626 0.0436119676396802 0.0278487510023415 0.028361093407447
0.174986378128216 0.0396432610619411 0.0254791588048925 0.0260353889022972
0.292457349325236 0.0851943005478639 0.051212953259686 0.0508050828392277
0.203306008620921 0.0489111511590827 0.0309602145139045 0.0314149479014081
0.300198798198526 0.087877654364227 0.0530085603954466 0.0524988932824273
0.211098355362676 0.0519649089674276 0.0326528321948736 0.033058058843457
0.262521052248227 0.0725074197067858 0.0442043937951667 0.0441638840526858
0.214166287047447 0.0532332817488406 0.0333397927525051 0.0337198380021252
0.194309072316895 0.0463249021697178 0.0293339228234133 0.0298129345295717
0.294117059176815 0.0874105582752019 0.0521603189011909 0.0516345387553551
0.274971612345623 0.0781731707656952 0.0472658108112116 0.047064286565689
0.299303095172288 0.0882383485401906 0.0530157063540362 0.0524680353950134
0.275526543877343 0.0775221399291591 0.0470635699499552 0.0468883215658615
0.288827347971105 0.0830383119495584 0.0501471786578818 0.0498194885416417
0.191786974964428 0.0445751569617079 0.0285387432207282 0.0290622025923249
0.190059681916861 0.0443199838342753 0.0282902424638613 0.0288103865594175
0.290034780958486 0.0840988092420288 0.0506710454462786 0.0502776366797523
0.272056622895096 0.0772651682857824 0.0466498741780133 0.0464619305133656
0.300916853989612 0.0853663450330785 0.0521861176591468 0.0518146605513843
0.285065688654969 0.0813351299624314 0.0492129616011369 0.0489380983452382
0.27774492325686 0.0759993211440556 0.0468441124981667 0.0467574223783682
0.28372676768826 0.0823317934522363 0.0494445591308901 0.049100623635643
0.204829917347572 0.0494352337100548 0.0312139873983051 0.0316723709683571
0.300139395977782 0.0896518211193954 0.0535010791876503 0.0529101801617619
0.185730379037847 0.0430682694861995 0.0275120348850152 0.028041950435406
0.284401451942592 0.0810249755457308 0.0490345316020588 0.0487717628232004
0.307455717628354 0.0905115158361834 0.0545336144776033 0.0539430194587809
0.263154713217495 0.0726222564167519 0.0442924600167807 0.0442619149134995
0.306331198267768 0.0901651744640072 0.0543982531592779 0.0538003417419666
0.218796646555922 0.0534310132531675 0.0337817966713207 0.0342015403273332
0.195525322762957 0.0461256522834828 0.0293514239130565 0.0298509136574597
0.302831855528155 0.0890683470628818 0.0535433784598973 0.0530042524186916
0.276621191617229 0.0790335460201318 0.0476922085558581 0.0474661095289261
0.284133742579276 0.0803986380529009 0.0488886881842836 0.0486493042646912
0.284562486452317 0.0798591278256127 0.0487062011376852 0.0484892850184047
0.28411835342731 0.0809770295255783 0.0490808492222437 0.048810946087491
0.275560460240563 0.078096377865864 0.0472603221190153 0.0470604879433819
0.192251688731213 0.0460639391037189 0.0290856501447166 0.0295596971457299
0.288776608501779 0.0805384787372141 0.0493340610526534 0.0491248995184647
0.214758907091436 0.0528100049440424 0.0332020773956269 0.0336146820477686
0.218216260602448 0.0540361099700498 0.0339235474378664 0.03431093622702
0.218524267416564 0.0527980177583917 0.0335025407791167 0.0339477971339504
0.281975729034245 0.079190927469285 0.0482066434978881 0.0480123445833757
0.279447710356939 0.0795635378887268 0.0481415162367422 0.0479030698113084
0.203057648891016 0.0491238497138351 0.0309662666680122 0.0314234523679702
